Movie,Director,Runtime,Release,User-1,User-2,User-3,User-4,User-5,User-6,User-7,User-8,User-9,User-10,User-11,User-12,User-13,User-14,User-15,User-16,User-17,User-18,User-19,User-20
"Monsters, Inc.",Pete Docter,92 min,2001,8,3,4,4,3,10,7,4,8,6,7,5,10,9,5,9,6,3,7,3
WALL?E,Andrew Stanton,98 min,2008,5,7,9,8,4,5,7,9,3,3,4,9,6,9,9,7,5,8,10,8
The Incredibles,Brad Bird,115 min,2004,10,9,5,10,10,7,10,6,4,7,5,3,5,4,7,8,6,6,3,9
Up,Pete Docter,96 min,2009,3,5,8,6,6,8,7,7,7,8,8,9,6,6,3,4,8,10,9,10
A Bug's Life,John Lasseter,95 min,1998,9,4,7,8,7,5,8,5,4,5,10,8,8,5,7,3,5,6,4,4
DC League of Super-Pets,Jared Stern,105 min,2022,4,9,5,10,3,6,8,10,6,5,10,6,4,4,3,8,8,3,3,9
Beauty and the Beast,Gary Trousdale,84 min,1991,5,10,4,7,9,7,3,8,3,9,6,6,7,9,6,7,7,4,9,7
The Lord of the Rings: The War of the Rohirrim,Kenji Kamiyama,134 min,2024,10,8,7,8,4,3,3,6,10,3,7,8,3,6,5,10,3,5,4,8
Shrek 2,Andrew Adamson,93 min,2004,8,7,7,5,10,9,9,6,9,3,7,9,10,4,4,10,4,8,6,4
Fantastic Mr. Fox,Wes Anderson,87 min,2009,5,6,5,9,9,8,9,6,4,10,10,6,6,5,7,10,9,7,6,7
The Little Mermaid,Ron Clements,83 min,1989,8,5,10,4,3,7,10,9,8,6,4,6,10,3,5,10,4,6,7,4
Sonic the Hedgehog 3,Jeff Fowler,99min,2024,9,7,7,9,5,7,5,9,5,5,4,9,8,3,3,10,9,10,5,9
Aladdin,Ron Clements,90 min,1992,7,9,5,4,7,9,8,3,8,6,7,8,7,3,9,6,10,10,9,4
Trolls,Mike Mitchell,92 min,2016,9,6,5,9,3,6,10,10,4,10,8,6,5,7,9,5,10,4,8,8
Soul,Pete Docter,100 min,2020,9,7,6,9,8,5,7,9,3,5,6,5,6,3,8,10,10,5,6,7
The Princess and the Frog,Ron Clements,97 min,2009,5,10,3,4,9,6,7,7,4,8,8,3,6,4,3,6,10,4,10,6
Grave of the Fireflies,Isao Takahata,89 min,1988,8,4,9,9,5,10,8,4,3,8,4,6,5,9,9,4,5,4,9,7
Despicable Me,Pierre Coffin,95 min,2010,3,8,8,4,3,4,8,10,4,9,8,9,8,3,10,9,8,5,8,3
Toy Story 3,Lee Unkrich,103 min,2010,5,6,9,5,6,9,5,6,4,7,5,5,4,5,3,8,7,4,5,3
Lightyear,Angus MacLane,105 min,2022,9,10,8,5,8,6,5,9,5,5,10,4,4,4,10,6,6,4,3,10
Enchanted,Kevin Lima,107 min,2007,6,5,7,4,8,6,8,10,3,7,5,5,9,4,5,8,8,8,3,3
Toy Story 4,Josh Cooley,100 min,2019,5,7,3,5,5,6,6,9,5,8,5,4,3,10,9,3,5,6,10,8
Princess Mononoke,Hayao Miyazaki,134 min,1997,5,4,9,3,9,10,3,6,7,6,7,5,4,3,8,6,9,4,9,9
The Lego Movie,Phil Lord,100 min,2014,8,7,6,7,7,3,4,9,6,5,3,8,6,3,8,6,8,5,7,3
Elemental,Peter Sohn,93 min,2023,4,3,7,7,10,9,6,5,6,6,3,7,9,7,4,3,10,10,7,9
Legion of Super-Heroes,Jeff Wamester,83 min,2023,9,7,8,4,3,3,6,10,9,9,10,9,3,10,3,6,6,9,10,9
Teenage Mutant Ninja Turtles: Mutant Mayhem,Jeff Rowe,99 min,2023,10,9,5,3,3,7,4,7,4,7,10,7,9,4,7,7,8,5,8,4
"South Park: Bigger, Longer & Uncut",Trey Parker,81 min,1999,4,6,5,4,4,3,6,10,6,8,6,4,3,4,3,9,6,4,8,9
Luca,Enrico Casarosa,95 min,2021,7,8,8,8,9,7,7,5,7,4,10,6,9,7,7,6,8,5,10,9
Perfect Blue,Satoshi Kon,81 min,1997,4,8,10,8,4,9,10,4,7,5,7,4,10,3,9,3,3,7,3,7
Mulan,Tony Bancroft,87 min,1998,8,3,7,7,4,4,6,8,5,6,9,5,7,4,9,4,3,10,4,10
Raya and the Last Dragon,Don Hall,107 min,2021,4,10,4,7,3,8,9,4,9,4,3,4,10,9,7,7,8,10,6,9
Ice Age,Chris Wedge,81 min,2002,7,10,4,4,5,4,6,8,10,8,9,10,6,5,9,3,10,3,4,8
Lilo & Stitch,Dean DeBlois,85 min,2002,7,7,6,3,8,9,4,6,9,9,8,7,4,7,8,6,4,10,7,5
Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,117 min,2020,8,8,4,5,5,8,3,5,5,6,9,10,3,4,5,10,8,6,8,3
Coraline,Henry Selick,100 min,2009,9,3,9,5,9,3,9,9,3,9,7,5,7,9,5,8,5,3,4,5
Rio,Carlos Saldanha,96 min,2011,3,9,3,6,9,9,5,8,4,8,7,6,5,3,3,3,9,10,7,8
The Prince of Egypt,Brenda Chapman,99 min,1998,9,7,4,7,9,10,6,7,9,3,5,9,7,5,6,4,4,8,4,6
Ghost in the Shell,Mamoru Oshii,83min,1995,6,6,4,9,5,3,10,7,8,3,10,10,5,3,4,3,7,7,6,9
